,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id
12,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2025-09-18 05:01:34.000000,2025-09-18 05:01:34,61069.0,4773.0,291.0,14176.0,5415.0,9193.0,13926.0,A computer algebra system written in pure Python.,1406.0,50,True,616.0,2025-04-27 18:05:25.000,1.14.0,67.0,,sympy,conda-forge/sympy,,,,289106.0,284543.0,https://pypi.org/project/sympy,2025-04-27 18:04:59.000,4563.0,69254456.0,69415999.0,https://anaconda.org/conda-forge/sympy,2025-04-29 17:03:51.938,10091391.0,,,,,1.0,564467.0,,,,,,,,,,,,,,,,,,
13,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2025-09-18 10:03:02.000000,2025-09-18 10:03:02,53257.0,7994.0,586.0,19551.0,1645.0,9761.0,21706.0,matplotlib: plotting with Python.,1852.0,49,True,474.0,2025-08-30 00:12:30.000,3.10.6,135.0,,matplotlib,conda-forge/matplotlib,,,,1917131.0,1850997.0,https://pypi.org/project/matplotlib,2025-08-30 00:12:30.000,66134.0,117354184.0,117871900.0,https://anaconda.org/conda-forge/matplotlib,2025-09-04 19:48:17.124,32616147.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
14,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2025-09-17 14:36:56.000000,2025-09-17 14:36:56,19897.0,2322.0,218.0,5651.0,143.0,3277.0,13073.0,Python Imaging Library (Fork).,490.0,49,True,246.0,2025-07-01 09:23:32.000,11.3.0,103.0,,Pillow,conda-forge/pillow,,,,2404420.0,2386621.0,https://pypi.org/project/Pillow,2025-07-01 09:13:39.000,17799.0,203169612.0,204138215.0,https://anaconda.org/conda-forge/pillow,2025-09-16 10:16:20.805,60053430.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
15,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2025-09-18 14:53:26.000000,2025-09-18 14:36:21,8297.0,3727.0,324.0,6963.0,1264.0,4363.0,41443.0,Streamlit A faster way to build and share data apps.,529.0,47,True,476.0,2025-08-29 18:35:49.000,1.49.1,252.0,,streamlit,,,,,1001733.0,997438.0,https://pypi.org/project/streamlit,2025-08-29 18:35:42.000,4295.0,15622780.0,15622780.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
16,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2025-09-18 14:28:24.000000,2025-09-18 13:02:56,27074.0,6805.0,489.0,35182.0,3207.0,18311.0,38987.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1348.0,47,True,1402.0,2025-09-03 00:44:11.000,ray-2.49.1,133.0,,ray,conda-forge/ray-tune,,,,27082.0,26033.0,https://pypi.org/project/ray,2025-09-03 00:24:38.000,1049.0,16783470.0,16798805.0,https://anaconda.org/conda-forge/ray-tune,2025-09-09 15:35:08.619,873966.0,,,,,1.0,264.0,,,,,,,,,,,,,,,,,,
17,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2025-09-17 21:41:28.000000,2025-08-27 16:32:51,8192.0,2709.0,279.0,1952.0,722.0,2579.0,17742.0,The interactive graphing library for Python.,292.0,47,True,104.0,2025-08-12 20:24:33.000,6.3.0,310.0,,plotly,conda-forge/plotly,,,,467003.0,457487.0,https://pypi.org/project/plotly,2025-08-12 20:22:09.000,9507.0,32343615.0,32521601.0,https://anaconda.org/conda-forge/plotly,2025-08-13 06:43:59.044,11176793.0,,,,,1.0,486.0,,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,9.0,3346.0,,,,,,,,,,,,
18,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2025-09-16 20:24:48.000000,2025-09-16 20:24:47,7533.0,8799.0,898.0,6118.0,476.0,5129.0,27389.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",667.0,46,True,95.0,2025-09-05 09:19:35.000,3.0.5,93.0,,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,169620.0,166863.0,https://pypi.org/project/xgboost,2025-09-05 09:19:35.000,2757.0,32392600.0,32497219.0,https://anaconda.org/conda-forge/xgboost,2025-09-16 10:15:26.197,6477913.0,,,,,1.0,19020.0,,,,,,,,,,,,,,,,,,
19,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2025-09-18 11:25:59.000000,2025-09-18 11:25:59,55609.0,5813.0,714.0,56144.0,1791.0,17970.0,23221.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1428.0,46,True,1285.0,2025-09-08 13:41:01.000,3.2.0,77.0,,paddlepaddle,,,,['paddle'],8966.0,8707.0,https://pypi.org/project/paddlepaddle,2025-09-08 07:50:35.000,259.0,568189.0,568330.0,,,,,,,,1.0,15456.0,,,,,,,,,,,,,,,,,,
20,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2025-09-18 11:13:37.000000,2025-09-18 11:13:33,45554.0,28825.0,2018.0,52344.0,226.0,,41912.0,Apache Spark Python API.,3295.0,45,True,912.0,2025-09-06 07:15:57.000,4.0.1,55.0,,pyspark,conda-forge/pyspark,,,['spark'],2004.0,,https://pypi.org/project/pyspark,2025-09-06 07:15:57.000,2004.0,45559555.0,45625904.0,https://anaconda.org/conda-forge/pyspark,2025-09-08 08:26:11.689,4180005.0,,,,,1.0,,,,,,,,stable/spark,,,,,,,,,,,
21,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2025-09-18 15:02:58.000000,2025-09-18 14:58:28,8050.0,3065.0,193.0,5514.0,445.0,5609.0,39950.0,"Wrap UIs around any model, share with anyone.",675.0,45,True,230.0,2025-09-16 20:44:53.000,5.46.0,671.0,,gradio,,,,,84455.0,82943.0,https://pypi.org/project/gradio,2025-09-16 20:44:53.000,1512.0,9037574.0,9037574.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
22,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2025-09-18 14:00:27.000000,2025-09-18 12:31:13,30555.0,3165.0,326.0,22106.0,1617.0,4919.0,33465.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",949.0,45,True,2068.0,2025-09-16 17:19:35.000,jax-v0.7.2,182.0,jax-ml/jax,jax,conda-forge/jaxlib,,,,49440.0,46483.0,https://pypi.org/project/jax,2025-09-16 16:48:51.000,2957.0,10794187.0,10842891.0,https://anaconda.org/conda-forge/jaxlib,2025-09-09 14:50:54.038,3068401.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
23,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2025-09-17 22:37:49.000000,2025-09-15 20:52:22,10855.0,3566.0,254.0,10786.0,827.0,6577.0,30143.0,"Pretrain, finetune ANY AI model of ANY size on multiple GPUs, TPUs with zero code changes.",1043.0,45,True,200.0,2025-09-05 16:01:16.000,2.5.5,291.0,Lightning-AI/pytorch-lightning,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],49899.0,48110.0,https://pypi.org/project/pytorch-lightning,2025-09-05 16:01:16.000,1789.0,10008118.0,10035054.0,https://anaconda.org/conda-forge/pytorch-lightning,2025-09-05 19:54:11.216,1677856.0,,,,,1.0,14614.0,,,,,,,,,,,,,,,,,,
24,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2025-09-18 14:59:10.000000,2025-09-18 14:59:05,25122.0,4103.0,141.0,7263.0,1203.0,6013.0,28992.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",836.0,45,True,2369.0,2025-09-18 05:40:56.000,1.77.2.rc.1,1226.0,,litellm,,,,others,18367.0,16688.0,https://pypi.org/project/litellm,2025-09-13 21:05:18.000,1679.0,24307906.0,24308128.0,,,,,,,,1.0,667.0,1.0,,,,,,,,,,,,,,,,,
25,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2025-09-16 15:30:38.000000,2025-09-09 14:25:10,8710.0,2199.0,422.0,1330.0,556.0,1479.0,24072.0,Data Apps & Dashboards for Python. No JavaScript Required.,187.0,45,True,146.0,2025-07-31 19:20:26.000,3.2.0,195.0,,dash,conda-forge/dash,,,,90841.0,88984.0,https://pypi.org/project/dash,2025-09-11 22:44:11.000,1857.0,4745176.0,4777075.0,https://anaconda.org/conda-forge/dash,2025-08-11 10:03:34.775,2009582.0,,,,,1.0,98.0,,,,,,,,,,,,,,,,,,
26,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2025-09-18 13:36:56.000000,2025-09-18 13:36:53,8760.0,4822.0,316.0,12800.0,1991.0,3087.0,22103.0,The open source developer platform to build AI/LLM applications and models with confidence. Enhance your AI..,895.0,45,True,741.0,2025-09-17 06:59:33.000,3.4.0,156.0,,mlflow,conda-forge/mlflow,,,,66473.0,65205.0,https://pypi.org/project/mlflow,2025-09-17 06:24:26.000,1268.0,22777859.0,22833837.0,https://anaconda.org/conda-forge/mlflow,2025-08-08 01:00:16.266,3526645.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
27,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2025-09-17 21:00:20.000000,2025-09-17 20:56:21,20845.0,4234.0,435.0,6407.0,825.0,7221.0,20095.0,"Interactive Data Visualization in the browser, from Python.",715.0,45,True,56.0,2025-08-29 12:16:52.000,3.8.0,247.0,,bokeh,conda-forge/bokeh,,,,106064.0,103967.0,https://pypi.org/project/bokeh,2025-08-29 13:16:50.000,2097.0,4859092.0,5135856.0,https://anaconda.org/conda-forge/bokeh,2025-08-30 08:43:51.245,17436173.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
28,triton,openai/triton,model-serialisation,,https://github.com/triton-lang/triton,https://github.com/triton-lang/triton,MIT,2014-08-30 17:07:16.000,2025-09-18 12:13:31.000000,2025-09-18 12:13:30,4879.0,2147.0,202.0,6121.0,795.0,1105.0,16933.0,Development repository for the Triton language and compiler.,458.0,45,True,629.0,2025-07-30 20:47:15.000,3.4.0,200.0,triton-lang/triton,triton,,,,,74155.0,73687.0,https://pypi.org/project/triton,2025-07-30 19:58:21.000,468.0,36472378.0,36472783.0,,,,,,,,1.0,810.0,,,,,,,,,,,,,,,,,,
29,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2025-09-18 00:15:00.000000,2025-09-18 00:15:00,8098.0,3392.0,282.0,4294.0,388.0,3132.0,16170.0,Network Analysis in Python.,790.0,45,True,90.0,2025-05-29 11:58:31.000,networkx-3.5,100.0,,networkx,conda-forge/networkx,,,,439853.0,428226.0,https://pypi.org/project/networkx,2025-05-29 11:35:04.000,11627.0,117468346.0,117872569.0,https://anaconda.org/conda-forge/networkx,2025-06-04 23:05:28.954,24657635.0,,,,,1.0,113.0,,,,,,,,,,,,,,,,,,
30,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2025-09-17 23:40:43.000000,2025-09-17 23:40:43,14795.0,2938.0,453.0,1530.0,268.0,1609.0,14286.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,475.0,45,True,34.0,2024-08-18 19:48:21.000,3.9.1,63.0,,nltk,conda-forge/nltk,,,,414634.0,408604.0,https://pypi.org/project/nltk,2024-08-18 19:48:21.000,6030.0,36730608.0,36792641.0,https://anaconda.org/conda-forge/nltk,2025-04-22 14:56:27.119,3349816.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
31,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2025-09-18 13:58:11.000000,2025-09-18 13:58:10,15770.0,3280.0,288.0,4046.0,2924.0,2844.0,10951.0,Statsmodels: statistical modeling and econometrics in Python.,463.0,45,True,60.0,2025-07-07 12:05:08.000,0.14.5,40.0,,statsmodels,conda-forge/statsmodels,,,,183598.0,178014.0,https://pypi.org/project/statsmodels,2025-07-07 12:05:08.000,5584.0,22488339.0,22829500.0,https://anaconda.org/conda-forge/statsmodels,2025-07-07 20:02:33.033,21493166.0,,,,,1.0,36.0,,,,,,,,,,,,,,,,,,
32,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2025-09-17 20:50:13.717000,2025-09-16 14:21:57,9609.0,1797.0,213.0,6345.0,1201.0,4432.0,13488.0,Parallel computing with task scheduling.,627.0,44,True,37.0,2025-09-16 10:54:46.000,2025.9.1,224.0,,dask,conda-forge/dask,,,,80048.0,76877.0,https://pypi.org/project/dask,2025-09-16 10:54:46.000,3171.0,18218504.0,18437704.0,https://anaconda.org/conda-forge/dask,2025-09-17 20:50:13.717,14028846.0,,,,,1.0,,,,,,,,stable/dask,,,,,,,,,,,
33,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2025-09-17 12:50:17.000000,2025-09-17 12:50:16,19917.0,1150.0,122.0,4069.0,56.0,1716.0,12698.0,A hyperparameter optimization framework.,316.0,44,True,451.0,2025-08-18 06:49:20.000,4.5.0,75.0,,optuna,conda-forge/optuna,,,,30799.0,29307.0,https://pypi.org/project/optuna,2025-08-18 06:49:20.000,1492.0,6802008.0,6854748.0,https://anaconda.org/conda-forge/optuna,2025-08-19 05:22:25.570,3322632.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
34,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-09-18 03:36:05.000000,2025-09-18 00:02:30,8399.0,774.0,62.0,6830.0,675.0,3007.0,10333.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",220.0,44,True,307.0,2025-09-11 21:24:51.000,0.21.4,319.0,wandb/wandb,wandb,conda-forge/wandb,,,,85698.0,83493.0,https://pypi.org/project/wandb,2025-09-11 21:14:02.000,2205.0,21051415.0,21070625.0,https://anaconda.org/conda-forge/wandb,2025-08-19 20:49:21.161,1189710.0,,,,,1.0,1103.0,,,,,,,,,,,,,,,,,,
35,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-09-18 13:25:39.000000,2025-09-18 13:24:23,6717.0,8552.0,470.0,3688.0,195.0,9837.0,54577.0,"Turn any PDF or image document into structured data for your AI. A powerful, lightweight OCR toolkit that bridges the..",303.0,43,True,81.0,2025-08-21 11:11:37.000,3.2.0,57.0,,paddleocr,,,,['paddle'],6290.0,6117.0,https://pypi.org/project/paddleocr,2025-08-21 11:11:37.000,173.0,655020.0,688489.0,,,,,,,,1.0,2008151.0,,,,,,,,,,,,,,,,,,
36,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2025-09-18 13:20:36.021744,2025-09-18 12:06:00,23140.0,3427.0,315.0,26707.0,730.0,13546.0,37540.0,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search.",327.0,43,True,558.0,2025-09-18 12:27:39.000,2.6.2,129.0,,pymilvus,,milvusdb/milvus,,,349.0,,https://pypi.org/project/pymilvus,2025-09-18 12:27:39.000,349.0,13134623.0,14128631.0,,,,https://hub.docker.com/r/milvusdb/milvus,2025-09-18 13:20:36.021744,88.0,70981237.0,1.0,350807.0,,,,,,,,,,,,,,,,,,
37,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2025-07-06 12:34:02.785000,2025-05-28 15:23:38,16246.0,4513.0,568.0,4068.0,196.0,5551.0,32494.0,Industrial-strength Natural Language Processing (NLP) in Python.,771.0,43,True,,2025-05-23 08:54:03.000,3.8.7,242.0,,spacy,conda-forge/spacy,,,,143016.0,139824.0,https://pypi.org/project/spacy,2025-05-23 08:54:03.000,3192.0,15900612.0,16000537.0,https://anaconda.org/conda-forge/spacy,2025-07-06 12:34:02.785,6292109.0,,,,,1.0,4613.0,,,,,,,,,,,,,,,,,,
