,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
10,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2025-10-09 07:03:47.000000,2025-10-09 07:03:47,36017.0,5494.0,351.0,12667.0,1755.0,9583.0,14071.0,"Ecosystem of open-source software for mathematics, science, and engineering.",1834.0,51,True,387.0,2025-09-11 17:48:49.000,1.16.2,119.0,,scipy,conda-forge/scipy,,,,1461478.0,1401179.0,https://pypi.org/project/scipy,2025-09-11 17:39:20.000,60299.0,210205530.0,211377486.0,https://anaconda.org/conda-forge/scipy,2025-09-12 16:39:24.638,69093710.0,,,,,1.0,103498.0,,,,,,,,,,,,,,,,,,
11,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2025-10-09 05:49:43.000000,2025-10-08 00:17:45,11730.0,19625.0,1880.0,8381.0,258.0,12337.0,63464.0,Deep Learning for humans.,1435.0,50,True,136.0,2025-08-22 17:48:22.000,3.11.3,113.0,,keras,conda-forge/keras,,https://keras.io,['tensorflow'],306154.0,304136.0,https://pypi.org/project/keras,2025-08-21 22:08:55.000,2018.0,16935841.0,17004972.0,https://anaconda.org/conda-forge/keras,2025-08-14 14:37:18.300,4424398.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
12,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2025-10-09 16:08:34.000000,2025-10-09 15:37:38,27438.0,6864.0,485.0,35707.0,3195.0,18727.0,39254.0,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML..,1367.0,49,True,1462.0,2025-09-19 19:14:37.000,2.49.2,134.0,,ray,conda-forge/ray-tune,,,,27304.0,26241.0,https://pypi.org/project/ray,2025-09-19 19:14:37.000,1063.0,25420760.0,25436207.0,https://anaconda.org/conda-forge/ray-tune,2025-09-29 00:26:23.315,895793.0,,,,,1.0,266.0,,,,,,,,,,,,,,,,,,
13,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,,2011-02-19 03:17:12.000,2025-10-09 00:26:06.000000,2025-10-08 01:12:20,53303.0,8060.0,587.0,19597.0,1630.0,9774.0,21791.0,matplotlib: plotting with Python.,1853.0,49,True,391.0,2025-10-09 00:26:06.000,3.10.7,136.0,,matplotlib,conda-forge/matplotlib,,,,1922421.0,1854139.0,https://pypi.org/project/matplotlib,2025-10-09 00:26:06.000,68282.0,118435754.0,118951608.0,https://anaconda.org/conda-forge/matplotlib,2025-09-04 19:48:17.124,33014682.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
14,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2025-10-02 19:20:13.000000,2025-10-02 19:20:13,61135.0,4773.0,291.0,14207.0,5415.0,9200.0,13980.0,A computer algebra system written in pure Python.,1409.0,49,True,541.0,2025-04-27 18:05:25.000,1.14.0,67.0,,sympy,conda-forge/sympy,,,,289898.0,285335.0,https://pypi.org/project/sympy,2025-04-27 18:04:59.000,4563.0,69279407.0,69442524.0,https://anaconda.org/conda-forge/sympy,2025-04-29 17:03:51.938,10352692.0,,,,,1.0,565297.0,,,,,,,,,,,,,,,,,,
15,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2025-10-08 16:22:04.000000,2025-10-08 16:22:04,19945.0,2334.0,218.0,5666.0,126.0,3281.0,13111.0,Python Imaging Library (Fork).,490.0,48,True,172.0,2025-07-01 09:23:32.000,11.3.0,103.0,,Pillow,conda-forge/pillow,,,,2409180.0,2390041.0,https://pypi.org/project/Pillow,2025-07-01 09:13:39.000,19139.0,202798583.0,203768022.0,https://anaconda.org/conda-forge/pillow,2025-09-18 17:04:36.385,61074667.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
16,Streamlit,streamlit/streamlit,others,,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000,2025-10-09 16:36:52.000000,2025-10-09 08:42:51,8373.0,3777.0,323.0,7094.0,1294.0,4388.0,41717.0,Streamlit A faster way to build and share data apps.,549.0,47,True,424.0,2025-09-23 19:24:05.000,1.50.0,253.0,,streamlit,,,,,1002772.0,998284.0,https://pypi.org/project/streamlit,2025-09-23 19:23:57.000,4488.0,17493390.0,17493390.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
17,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2025-10-08 17:44:09.000000,2025-10-03 19:12:17,8248.0,2721.0,278.0,1962.0,720.0,2584.0,17813.0,The interactive graphing library for Python.,297.0,47,True,122.0,2025-10-02 16:10:22.000,6.3.1,311.0,,plotly,conda-forge/plotly,,,,468297.0,458554.0,https://pypi.org/project/plotly,2025-10-02 16:10:22.000,9734.0,35082763.0,35260767.0,https://anaconda.org/conda-forge/plotly,2025-10-03 02:15:51.222,11389043.0,,,,,1.0,514.0,plotlywidget,https://www.npmjs.com/package/plotlywidget,2021-01-12 16:09:46.133,9.0,2784.0,,,,,,,,,,,,,
18,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2025-10-07 05:54:26.000000,2025-10-06 19:41:12,14819.0,2946.0,452.0,1536.0,269.0,1611.0,14321.0,Suite of libraries and programs for symbolic and statistical natural language processing for English.,477.0,47,True,46.0,2025-10-01 07:19:21.000,3.9.2,64.0,,nltk,conda-forge/nltk,,,,415499.0,409285.0,https://pypi.org/project/nltk,2025-10-01 07:19:21.000,6214.0,37492561.0,37554262.0,https://anaconda.org/conda-forge/nltk,2025-10-01 15:16:27.009,3393559.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
19,Gradio,gradio-app/gradio,others,,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000,2025-10-09 16:28:49.000000,2025-10-08 20:04:37,8110.0,3092.0,189.0,5589.0,378.0,5693.0,40144.0,"Wrap UIs around any model, share with anyone.",696.0,46,True,237.0,2025-10-08 20:18:34.000,5.49.1,678.0,,gradio,,,,,84803.0,83226.0,https://pypi.org/project/gradio,2025-10-08 20:18:34.000,1577.0,9563345.0,9563345.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
20,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2025-10-09 06:33:29.000000,2025-10-09 06:33:29,7555.0,8809.0,896.0,6150.0,471.0,5140.0,27461.0,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",669.0,46,True,93.0,2025-09-05 09:19:35.000,3.0.5,94.0,,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,169959.0,167143.0,https://pypi.org/project/xgboost,2025-09-26 06:06:52.000,2816.0,32676620.0,32780678.0,https://anaconda.org/conda-forge/xgboost,2025-09-16 10:15:26.197,6546968.0,,,,,1.0,19280.0,,,,,,,,,,,,,,,,,,
21,PaddlePaddle,PaddlePaddle/Paddle,ml-frameworks,,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000,2025-10-09 06:54:48.000000,2025-10-09 06:54:48,55774.0,5838.0,715.0,56454.0,1817.0,17986.0,23271.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,1443.0,46,True,1117.0,2025-09-08 13:41:01.000,3.2.0,77.0,,paddlepaddle,,,,['paddle'],9008.0,8744.0,https://pypi.org/project/paddlepaddle,2025-09-08 07:50:35.000,264.0,1579764.0,1579904.0,,,,,,,,1.0,15463.0,,,,,,5.0,,,,,,,,,,,,
22,mlflow,mlflow/mlflow,ml-experiments,,https://github.com/mlflow/mlflow,https://github.com/mlflow/mlflow,Apache-2.0,2018-06-05 16:05:58.000,2025-10-09 15:18:54.000000,2025-10-09 15:11:36,9002.0,4877.0,317.0,13138.0,2012.0,3133.0,22426.0,The open source developer platform to build AI/LLM applications and models with confidence. Enhance your AI..,901.0,46,True,827.0,2025-09-17 06:59:33.000,3.4.0,157.0,,mlflow,conda-forge/mlflow,,,,66676.0,65388.0,https://pypi.org/project/mlflow,2025-10-08 08:13:19.000,1288.0,24469945.0,24526164.0,https://anaconda.org/conda-forge/mlflow,2025-08-08 01:00:16.266,3598070.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
23,networkx,networkx/networkx,graph,,https://github.com/networkx/networkx,https://github.com/networkx/networkx,BSD-3-Clause,2010-09-06 00:53:44.000,2025-10-06 21:24:17.000000,2025-10-06 21:24:16,8117.0,3392.0,282.0,4323.0,388.0,3137.0,16236.0,Network Analysis in Python.,792.0,46,True,96.0,2025-05-29 11:58:31.000,networkx-3.5,100.0,,networkx,conda-forge/networkx,,,,440915.0,429288.0,https://pypi.org/project/networkx,2025-05-29 11:35:04.000,11627.0,123311041.0,123716452.0,https://anaconda.org/conda-forge/networkx,2025-06-04 23:05:28.954,25135523.0,,,,,1.0,113.0,,,,,,,,,,,,,,,,,,
24,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2025-10-09 11:19:31.000000,2025-10-09 11:19:22,45675.0,28873.0,2019.0,52514.0,224.0,,42051.0,Apache Spark Python API.,3300.0,45,True,858.0,2025-09-23 19:46:10.000,3.5.7,57.0,,pyspark,conda-forge/pyspark,,,['spark'],2046.0,,https://pypi.org/project/pyspark,2025-09-28 23:23:20.000,2046.0,46606185.0,46672007.0,https://anaconda.org/conda-forge/pyspark,2025-09-08 08:26:11.689,4212641.0,,,,,1.0,,,,,,,3.0,stable/spark,,,,,,,,,,,
25,jax,google/jax,ml-frameworks,,https://github.com/jax-ml/jax,https://github.com/jax-ml/jax,Apache-2.0,2018-10-25 21:25:02.000,2025-10-09 14:08:51.000000,2025-10-09 14:07:05,31043.0,3188.0,328.0,22592.0,1605.0,4988.0,33652.0,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more.",963.0,45,True,2064.0,2025-09-16 17:19:35.000,jax-v0.7.2,182.0,jax-ml/jax,jax,conda-forge/jaxlib,,,,49748.0,46727.0,https://pypi.org/project/jax,2025-09-16 16:48:51.000,3021.0,12084874.0,12134045.0,https://anaconda.org/conda-forge/jaxlib,2025-10-06 16:03:41.856,3146971.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
26,pytorch-lightning,Lightning-AI/lightning,ml-frameworks,,https://github.com/Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,Apache-2.0,2019-03-31 00:45:57.000,2025-10-07 12:58:08.000000,2025-10-07 10:41:59,10874.0,3580.0,253.0,10818.0,830.0,6594.0,30227.0,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes.",1043.0,45,True,192.0,2025-09-05 16:01:16.000,2.5.5,291.0,Lightning-AI/pytorch-lightning,pytorch-lightning,conda-forge/pytorch-lightning,,,['pytorch'],50060.0,48230.0,https://pypi.org/project/pytorch-lightning,2025-09-05 16:01:16.000,1830.0,12256361.0,12283260.0,https://anaconda.org/conda-forge/pytorch-lightning,2025-09-05 19:54:11.216,1702206.0,,,,,1.0,14881.0,,,,,,,,,,,,,,,,,,
27,litellm,BerriAI/litellm,nlp,,https://github.com/BerriAI/litellm,https://github.com/BerriAI/litellm,MIT,2023-07-27 00:09:52.000,2025-10-09 16:48:17.000000,2025-10-09 14:26:40,26245.0,4312.0,142.0,7685.0,1275.0,6224.0,29689.0,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI,..",904.0,45,True,2988.0,2025-10-09 03:23:44.000,1.77.7.de9,1232.0,,litellm,,,,others,18798.0,17010.0,https://pypi.org/project/litellm,2025-10-05 00:22:34.000,1788.0,32608924.0,32609143.0,,,,,,,,1.0,659.0,,,,,,,,,,,,,,,,,,
28,dash,plotly/dash,data-viz,,https://github.com/plotly/dash,https://github.com/plotly/dash,MIT,2015-04-10 01:53:08.000,2025-10-09 14:43:09.000000,2025-10-07 15:36:47,8729.0,2209.0,421.0,1348.0,573.0,1483.0,24145.0,Data Apps & Dashboards for Python. No JavaScript Required.,188.0,45,True,122.0,2025-07-31 19:20:26.000,3.2.0,198.0,,dash,conda-forge/dash,,,,90998.0,89105.0,https://pypi.org/project/dash,2025-10-07 15:56:24.000,1893.0,5078935.0,5110906.0,https://anaconda.org/conda-forge/dash,2025-08-11 10:03:34.775,2046082.0,,,,,1.0,105.0,,,,,,,,,,,,,,,,,,
29,Bokeh,bokeh/bokeh,data-viz,,https://github.com/bokeh/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2025-10-09 07:34:31.000000,2025-10-09 14:52:45,20850.0,4234.0,433.0,6416.0,825.0,7225.0,20118.0,"Interactive Data Visualization in the browser, from Python.",715.0,45,True,60.0,2025-08-29 12:16:52.000,3.8.0,247.0,,bokeh,conda-forge/bokeh,,,,106162.0,104065.0,https://pypi.org/project/bokeh,2025-08-29 13:16:50.000,2097.0,5304896.0,5580115.0,https://anaconda.org/conda-forge/bokeh,2025-08-30 08:43:51.245,17614040.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
30,triton,openai/triton,model-serialisation,,https://github.com/triton-lang/triton,https://github.com/triton-lang/triton,MIT,2014-08-30 17:07:16.000,2025-10-09 16:45:18.000000,2025-10-09 16:45:18,5003.0,2147.0,203.0,6284.0,805.0,1121.0,17166.0,Development repository for the Triton language and compiler.,469.0,45,True,619.0,2025-07-30 20:47:15.000,3.4.0,200.0,triton-lang/triton,triton,,,,,74483.0,74015.0,https://pypi.org/project/triton,2025-07-30 19:58:21.000,468.0,37535234.0,37535587.0,,,,,,,,1.0,1061.0,,,,,,,,,,,,,,,,,,
31,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2025-10-01 05:55:58.268000,2025-09-30 23:08:42,15869.0,3280.0,286.0,4063.0,2924.0,2848.0,11000.0,Statsmodels: statistical modeling and econometrics in Python.,466.0,45,True,139.0,2025-07-07 12:05:08.000,0.14.5,40.0,,statsmodels,conda-forge/statsmodels,,,,183982.0,178398.0,https://pypi.org/project/statsmodels,2025-07-07 12:05:08.000,5584.0,22948513.0,23289241.0,https://anaconda.org/conda-forge/statsmodels,2025-10-01 05:55:58.268,21806637.0,,,,,1.0,36.0,,,,,,,,,,,,,,,,,,
32,dask,dask/dask,distributed-ml,,https://github.com/dask/dask,https://github.com/dask/dask,BSD-3-Clause,2015-01-04 18:50:00.000,2025-10-09 09:59:07.000000,2025-10-09 09:59:07,9620.0,1800.0,212.0,6359.0,1198.0,4443.0,13521.0,Parallel computing with task scheduling.,630.0,44,True,36.0,2025-09-16 10:54:46.000,2025.9.1,224.0,,dask,conda-forge/dask,,,,80268.0,77055.0,https://pypi.org/project/dask,2025-09-16 10:54:46.000,3213.0,18682747.0,18901164.0,https://anaconda.org/conda-forge/dask,2025-09-17 20:50:13.717,14197105.0,,,,,1.0,,,,,,,,stable/dask,,,,,,,,,,,
33,Optuna,optuna/optuna,hyperopt,,https://github.com/optuna/optuna,https://github.com/optuna/optuna,MIT,2018-02-21 06:12:56.000,2025-10-03 05:36:27.000000,2025-10-03 05:36:27,19948.0,1159.0,122.0,4080.0,56.0,1721.0,12817.0,A hyperparameter optimization framework.,317.0,44,True,361.0,2025-08-18 06:49:20.000,4.5.0,75.0,,optuna,conda-forge/optuna,,,,30988.0,29496.0,https://pypi.org/project/optuna,2025-08-18 06:49:20.000,1492.0,7414790.0,7467271.0,https://anaconda.org/conda-forge/optuna,2025-08-19 05:22:25.570,3358835.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
34,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/wandb,https://github.com/wandb/wandb,MIT,2017-03-24 05:46:23.000,2025-10-09 16:21:57.000000,2025-10-09 03:26:25,8501.0,781.0,61.0,6962.0,677.0,3019.0,10391.0,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation..",222.0,44,True,338.0,2025-10-07 19:55:36.000,0.22.2,322.0,wandb/wandb,wandb,conda-forge/wandb,,,,86035.0,83776.0,https://pypi.org/project/wandb,2025-09-29 17:15:18.000,2259.0,21336519.0,21355843.0,https://anaconda.org/conda-forge/wandb,2025-10-07 23:32:59.329,1215972.0,,,,,1.0,1128.0,,,,,,,,,,,,,,,,,,
35,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2025-10-06 18:17:51.000000,2025-09-28 00:12:04,6724.0,8716.0,476.0,3703.0,195.0,9890.0,56835.0,"Turn any PDF or image document into structured data for your AI. A powerful, lightweight OCR toolkit that bridges the..",303.0,43,True,57.0,2025-08-21 11:11:37.000,3.2.0,57.0,,paddleocr,,,,['paddle'],6327.0,6154.0,https://pypi.org/project/paddleocr,2025-08-21 11:11:37.000,173.0,695999.0,728969.0,,,,,,,,1.0,2011182.0,,,,,,,,,,,,,,,,,,
36,Milvus,milvus-io/milvus,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000,2025-10-09 16:01:31.184296,2025-10-09 13:19:58,23222.0,3457.0,314.0,26869.0,766.0,13604.0,37927.0,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search.",331.0,43,True,527.0,2025-09-22 01:07:04.000,2.5.18,130.0,,pymilvus,,milvusdb/milvus,,,349.0,,https://pypi.org/project/pymilvus,2025-09-19 07:02:12.000,349.0,8689143.0,9674873.0,,,,https://hub.docker.com/r/milvusdb/milvus,2025-10-09 16:01:31.184296,89.0,71372374.0,1.0,313059.0,,,,,,,,,,,,,,,,,,
37,onnx,onnx/onnx,model-serialisation,,https://github.com/onnx/onnx,https://github.com/onnx/onnx,Apache-2.0,2017-09-07 04:53:45.000,2025-10-09 12:21:51.000000,2025-10-09 12:21:49,3402.0,3799.0,434.0,4081.0,296.0,2792.0,19696.0,Open standard for machine learning interoperability.,363.0,43,True,157.0,2025-08-27 02:32:47.000,1.19.0,38.0,,onnx,conda-forge/onnx,,,,50480.0,48929.0,https://pypi.org/project/onnx,2025-09-26 17:14:20.000,1551.0,12081912.0,12114531.0,https://anaconda.org/conda-forge/onnx,2025-10-07 08:46:24.786,2071273.0,,,,,1.0,24609.0,,,,,,,,,,,,,,,,,,
